timestamp,latitude,longitude
1681712758.597945,45.42372274581291,11.94776867058616
1681712759.022787,45.423858510372625,11.947784135129254
1681712760.0237246,45.42385851037288,11.947784135129252
1681712761.0243707,45.42385553479726,11.947786230605045
1681712762.0279713,45.423856025894914,11.947798631551048
1681712763.0290117,45.42385452896887,11.947799809288185
1681712764.0012503,45.423848665745815,11.947819770365383
1681712765.0012069,45.42384295117859,11.947838790320631
1681712766.0011578,45.42384485644018,11.947845692382858
1681712767.0011005,45.423844211351295,11.94785920310205
1681712768.001037,45.423842768381995,11.947871166702923
1681712769.0009768,45.42383822313997,11.94788489252551
1681712770.0009174,45.423833839,11.947901569163102
1681712771.000864,45.423829773778735,11.947918165324483
1681712772.0008135,45.423825385463466,11.947937144551778
1681712773.000763,45.423818894684146,11.947958126499815
1681712774.0007155,45.42381217056415,11.94797700806295
1681712775.0006704,45.42380497142355,11.947997960001937
1681712776.000624,45.42379804459762,11.948016803354003
1681712777.000583,45.423790343916636,11.948037744353611
1681712778.000548,45.423784641085916,11.948057135010563
1681712779.0005121,45.4237803494453,11.948073100693847
1681712780.0004795,45.423797078197126,11.94812040238757
1681712781.0004497,45.42379194093214,11.948134037649194
1681712782.0004206,45.423786284416195,11.948152795574195
1681712783.0003939,45.42377928989618,11.94817512150986
1681712784.0003686,45.42377498207783,11.948195211772221
1681712785.0003443,45.42377151653903,11.948217251583714
1681712786.0003223,45.42376532996585,11.948235496311458
1681712787.0003018,45.4237550373192,11.948252930187401
1681712788.0002828,45.42374527453652,11.948260040737654
1681712789.0002637,45.423736486690906,11.94827357280328
1681712790.0002468,45.42372423355157,11.948290643925656
1681712791.0002298,45.423719964069385,11.948309857169097
1681712792.000215,45.42371669118101,11.948320770276712
1681712793.0002007,45.42371260229639,11.948339447116037
1681712794.0001874,45.42370764574149,11.948357818245723
1681712795.0001748,45.42370851518991,11.948375715936521
1681712796.0001636,45.42371740836383,11.948374845082782
1681712797.000152,45.42373129788574,11.948343092465239
1681712798.000142,45.42374414762867,11.948335782436464
1681712799.0001326,45.42374046535559,11.948343463557153
1681712800.000123,45.42374354455994,11.948366876261677
1681712801.000114,45.42374819027026,11.948373059328743
1681712802.0001059,45.42375918399769,11.94836977618113
1681712803.0000987,45.42377630539893,11.948356123111147
1681712804.000091,45.42378704711149,11.948362807481429
1681712805.0000849,45.423759802452295,11.948374469654091
1681712806.0000782,45.42377448460716,11.948393487588389
1681712807.000072,45.42378321993074,11.948397654288291
1681712808.0000665,45.423791722925344,11.948387515796341
1681712809.000062,45.42379549292207,11.948364717422482
1681712810.0000567,45.42379170581279,11.948353204895778
1681712811.0000515,45.42378323356872,11.948335908720079
1681712812.0000477,45.42377639634133,11.948318030819973
1681712813.0000434,45.42377040694361,11.948298927226102
1681712814.00004,45.42377026509206,11.9482828439192
1681712815.0000358,45.42377053833061,11.948263121196858
1681712816.0000327,45.42377500057962,11.948234339962887
1681712817.000029,45.42377255249139,11.948212270183197
1681712818.0000265,45.423769508040564,11.948190556943208
1681712819.000023,45.42376041696953,11.94815811673396
1681712820.0000196,45.42376221479568,11.948132000827105
1681712821.0000176,45.42376790228953,11.948122384829746
1681712822.000015,45.423767213625936,11.94809351756845
1681712823.0000124,45.42378376007946,11.948099043643523
1681712824.0000107,45.42379107792476,11.94810491470409
1681712825.000009,45.423818622403616,11.948108419713039
1681712826.0000072,45.42384602365303,11.948133201162161
1681712827.0000048,45.423888081762136,11.948172040334972
1681712828.0000026,45.42391245497056,11.948194119921201
1681712829.0000012,45.423944217134334,11.948199637417767
1681712829.9999995,45.423956315962286,11.948198409955534
1681712830.9999983,45.42397992316734,11.948215912244821
1681712831.9999971,45.42399077668959,11.948232640264841
1681712832.9999957,45.424004097833866,11.948261163849661
1681712833.9999943,45.42401561620545,11.948286030084443
1681712834.9999933,45.42402945532053,11.94830208852515
1681712835.999992,45.42405436247522,11.948317867905704
1681712836.9999905,45.42406446172485,11.948321011179772
1681712837.9999895,45.424079869342066,11.948319596283753
1681712838.9999886,45.424093081492984,11.948323372314409
1681712839.9999871,45.42410492406987,11.94833443857276
1681712840.9999871,45.42412491112972,11.948345111648452
1681712841.9999857,45.42413634761761,11.94835529109874
1681712842.9999857,45.424146584762084,11.948368261196569
1681712843.9999833,45.424158993117665,11.94837509167312
1681712844.9999828,45.42417516579079,11.948381345217646
1681712845.9999828,45.424189556051545,11.948388944685217
1681712846.9999819,45.424204588890845,11.948394518084223
1681712847.999981,45.424205625281246,11.948417205888775
1681712848.9999804,45.42419682826088,11.948444125599659
1681712849.9999804,45.424192358330224,11.948460782082318
